GEOID,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,OBJECTID
15000US060590762013,1416,826,552,864,12083
15000US060590762014,980,531,298,682,12084
15000US060590762015,3153,912,1127,2026,12085
15000US060590762021,1602,520,962,640,12086
15000US060590762022,1159,650,353,806,12087
15000US060590762023,2059,1305,562,1497,12088
15000US060590762024,1245,816,338,907,12089
15000US060590762041,582,336,44,538,12090
15000US060590762042,2168,303,1774,394,12091
15000US060590762043,2017,95,1635,382,12092
15000US060590762051,3140,2027,656,2484,12093
15000US060590762052,1146,728,239,907,12094
15000US060590762053,2428,687,1479,949,12095
15000US060590762054,573,341,136,437,12096
15000US060590762061,1502,598,757,745,12097
15000US060590762062,1191,576,514,677,12098
15000US060590762063,730,559,155,575,12099
15000US060590762064,1195,787,391,804,12100
15000US060590762081,2130,965,986,1144,12101
15000US060590762082,765,479,177,588,12102
15000US060590762083,1657,867,436,1221,12103
15000US060590762084,1118,469,555,563,12104
15000US060590863011,2702,316,2201,501,12105
15000US060590863012,2349,521,1396,953,12106
15000US060590863013,2019,298,1497,522,12107
15000US060590863031,3181,675,1360,1821,12108
15000US060590863032,1905,808,663,1242,12109
15000US060590863033,1731,560,966,765,12110
15000US060590863041,1973,669,869,1104,12111
15000US060590863042,962,292,638,324,12112
15000US060590863043,2137,608,1314,823,12113
15000US060590863051,1884,792,671,1213,12114
15000US060590863052,1256,496,455,801,12115
15000US060590863053,1254,255,749,505,12116
15000US060590863061,895,449,374,521,12117
15000US060590863062,1973,136,1549,424,12118
15000US060590863063,1748,539,565,1183,12119
15000US060590864021,3018,538,1971,1047,12120
15000US060590864022,966,248,627,339,12121
15000US060590864023,1370,218,1017,353,12122
15000US060590864041,2976,286,2324,652,12123
15000US060590864042,2756,153,2467,289,12124
15000US060590864043,1331,180,781,550,12125
15000US060590864051,1638,117,1193,445,12126
15000US060590864052,1337,110,1164,173,12127
15000US060590864053,2603,262,2282,321,12128
15000US060590864054,2108,257,1737,371,12129
15000US060590864061,1153,258,719,434,12130
15000US060590864062,1086,217,676,410,12131
15000US060590864063,830,337,406,424,12132
15000US060590864064,1210,241,850,360,12133
15000US060590864071,2192,278,1385,807,12134
15000US060590864072,2533,605,1607,926,12135
15000US060590864073,1875,585,1011,864,12136
15000US060590865011,1963,198,1657,306,12137
15000US060590865012,1689,332,1332,357,12138
15000US060590865013,1186,107,1064,122,12139
15000US060590865021,1709,45,1661,48,12140
15000US060590865022,2101,288,1624,477,12141
15000US060590865023,2545,135,2190,355,12142
15000US060590866011,2069,86,1977,92,12143
15000US060590866012,1791,115,1569,222,12144
15000US060590866013,2541,212,2286,255,12145
15000US060590866014,1880,144,1523,357,12146
15000US060590866015,1830,317,1063,767,12147
15000US060590866021,1761,353,1305,456,12148
15000US060590866022,2342,234,1890,452,12149
15000US060590866023,2640,454,1283,1357,12150
15000US060590867011,1457,95,532,925,12151
15000US060590867012,2419,229,1929,490,12152
15000US060590867013,2450,656,770,1680,12153
15000US060590867014,3078,929,1673,1405,12154
15000US060590867021,1471,278,947,524,12155
15000US060590867022,3417,398,2673,744,12156
15000US060590867023,2434,384,1626,808,12157
15000US060590868011,1272,431,521,751,12158
15000US060590868012,1097,291,309,788,12159
15000US060590868013,1172,341,621,551,12160
15000US060590868021,1813,231,1055,758,12161
15000US060590868022,2347,398,1226,1121,12162
15000US060590868023,1660,355,966,694,12163
15000US060590868031,2025,688,928,1097,12164
15000US060590868032,2806,518,1157,1649,12165
15000US060590868033,3124,708,1548,1576,12166
15000US060590868034,993,332,298,695,12167
15000US060590869011,2261,271,1301,960,12168
15000US060590869012,1380,246,622,758,12169
15000US060590869013,1775,775,509,1266,12170
15000US060590869014,889,50,666,223,12171
15000US060590869015,2193,244,998,1195,12172
15000US060590869021,1495,519,684,811,12173
15000US060590869022,1559,476,587,972,12174
15000US060590869023,2560,1008,359,2201,12175
15000US060590869031,2591,275,2084,507,12176
15000US060590869032,1653,230,1098,555,12177
15000US060590869033,1124,359,289,835,12178
15000US060590869034,1812,479,941,871,12179
15000US060590870011,928,65,439,489,12180
15000US060590870012,1723,527,637,1086,12181
15000US060590870013,2118,368,1247,871,12182
15000US060590870021,1390,396,899,491,12183
15000US060590870022,1607,580,494,1113,12184
15000US060590870023,1894,306,1069,825,12185
15000US060590870024,2990,709,1639,1351,12186
15000US060590871011,961,322,70,891,12187
15000US060590871012,2278,336,826,1452,12188
15000US060590871013,1622,371,982,640,12189
15000US060590871021,1698,196,1088,610,12190
15000US060590871022,3142,839,1579,1563,12191
15000US060590871023,1221,48,1050,171,12192
15000US060590871031,2547,930,827,1720,12193
15000US060590871032,2278,397,1059,1219,12194
15000US060590871033,1106,231,676,430,12195
15000US060590871034,1802,621,953,849,12196
15000US060590871051,1363,271,502,861,12197
15000US060590871052,2721,879,1333,1388,12198
15000US060590871061,3067,245,2751,316,12199
15000US060590871062,2044,878,919,1125,12200
15000US060590872001,2527,757,1170,1357,12201
15000US060590872002,3107,696,1997,1110,12202
15000US060590872003,860,60,741,119,12203
15000US060590872004,1460,579,782,678,12204
15000US060590873001,1330,50,1280,50,12205
15000US060590873002,3768,793,2290,1478,12206
15000US060590873003,1209,155,659,550,12207
15000US060590873004,1354,346,893,461,12208
15000US060590873005,1771,419,1155,616,12209
15000US060590874011,2577,396,1211,1366,12210
15000US060590874012,2205,561,1546,659,12211
15000US060590874031,1353,145,1092,261,12212
15000US060590874032,1891,49,1741,150,12213
15000US060590874041,3119,100,2915,204,12214
15000US060590874042,1127,75,941,186,12215
15000US060590874051,1366,60,1276,90,12216
15000US060590874052,1793,169,1600,193,12217
15000US060590874053,2951,184,2595,356,12218
15000US060590875031,1367,46,1302,65,12219
15000US060590875032,2841,1025,1247,1594,12220
15000US060590875033,865,163,423,442,12221
15000US060590875034,1534,310,1002,532,12222
15000US060590875041,975,42,904,71,12223
15000US060590875042,3079,263,2549,530,12224
15000US060590875043,1820,0,1753,67,12225
15000US060590875044,1630,129,819,811,12226
15000US060590875051,1912,517,939,973,12227
15000US060590875052,1313,36,1228,85,12228
15000US060590875053,2031,308,1191,840,12229
15000US060590876011,1621,165,1268,353,12230
15000US060590876012,1546,482,676,870,12231
15000US060590876013,2116,543,1173,943,12232
15000US060590876021,828,423,145,683,12233
15000US060590876022,1621,583,862,759,12234
15000US060590876023,2477,242,1906,571,12235
15000US060590876024,1179,426,343,836,12236
15000US060590876025,1003,216,350,653,12237
15000US060590877011,1080,361,218,862,12238
15000US060590877012,2399,838,1237,1162,12239
15000US060590877013,1307,348,381,926,12240
15000US060590877014,970,168,675,295,12241
15000US060590877031,1744,557,753,991,12242
15000US060590877032,1898,444,954,944,12243
15000US060590877033,921,165,421,500,12244
15000US060590877034,1394,394,509,885,12245
15000US060590877041,1282,297,682,600,12246
15000US060590877042,1209,312,414,795,12247
15000US060590877043,1065,502,284,781,12248
15000US060590877044,1399,558,169,1230,12249
15000US060590878011,2528,647,909,1619,12250
15000US060590878012,2137,341,1074,1063,12251
15000US060590878013,836,387,294,542,12252
15000US060590878021,2284,367,866,1418,12253
15000US060590878022,3114,554,1835,1279,12254
15000US060590878023,2546,571,1333,1213,12255
15000US060590878031,3246,316,2148,1098,12256
15000US060590878032,2083,108,1484,599,12257
15000US060590878051,3317,733,1456,1861,12258
15000US060590878052,1884,68,1523,361,12259
15000US060590878053,1787,374,990,797,12260
15000US060590878061,1694,391,931,763,12261
15000US060590878062,1238,108,743,495,12262
15000US060590878063,2808,696,1368,1440,12263
15000US060590879011,1654,207,849,805,12264
15000US060590879012,1868,340,542,1326,12265
15000US060590879021,2067,239,1255,812,12266
15000US060590879022,1965,49,1329,636,12267
15000US060590879023,2199,354,1025,1174,12268
15000US060590880011,1272,276,400,872,12269
15000US060590880012,1229,304,505,724,12270
15000US060590880013,2108,254,739,1369,12271
15000US060590880021,1807,562,436,1371,12272
15000US060590880022,2065,577,725,1340,12273
15000US060590881011,2272,612,945,1327,12274
15000US060590881041,2693,799,968,1725,12275
15000US060590881042,2167,575,899,1268,12276
15000US060590881051,2789,351,883,1906,12277
15000US060590881052,1846,480,598,1248,12278
15000US060590881061,2112,542,667,1445,12279
15000US060590881062,3248,503,1313,1935,12280
15000US060590881071,3020,403,1003,2017,12281
15000US060590881072,3146,584,594,2552,12282
15000US060590882011,1769,274,1035,734,12283
15000US060590882012,1312,473,116,1196,12284
15000US060590882013,1095,271,609,486,12285
15000US060590882021,1439,432,493,946,12286
15000US060590882022,1629,650,238,1391,12287
15000US060590882031,2539,619,742,1797,12288
15000US060590882032,2548,690,918,1630,12289
15000US060590883011,2536,433,1733,803,12290
15000US060590883012,3047,876,841,2206,12291
15000US060590883013,1420,390,490,930,12292
15000US060590883021,2573,959,601,1972,12293
15000US060590883022,2004,501,371,1633,12294
15000US060590883023,1778,353,426,1352,12295
15000US060590884011,1527,306,785,742,12296
15000US060590884012,2889,615,1244,1645,12297
15000US060590884013,1548,362,629,919,12298
15000US060590884021,2544,731,1139,1405,12299
15000US060590884022,2560,202,1827,733,12300
15000US060590884031,4258,935,2302,1956,12301
15000US060590884032,3558,505,2001,1557,12302
15000US060590885011,3317,942,1625,1692,12303
15000US060590885012,2164,102,1512,652,12304
15000US060590885013,1097,197,546,551,12305
15000US060590885021,2861,412,1196,1665,12306
15000US060590885022,1144,193,530,614,12307
15000US060590885023,1202,39,844,358,12308
15000US060590886011,1659,276,859,800,12309
15000US060590886012,1448,307,535,913,12310
15000US060590886013,2898,283,691,2207,12311
15000US060590886014,947,351,297,650,12312
15000US060590886021,2447,384,1006,1441,12313
15000US060590886022,2050,424,599,1451,12314
15000US060590887011,1182,13,781,401,12315
15000US060590887012,1693,219,690,1003,12316
15000US060590887013,2366,451,984,1382,12317
15000US060590887014,838,213,0,838,12318
15000US060590887021,3436,472,701,2735,12319
15000US060590887022,2809,202,1206,1603,12320
15000US060590888011,1620,205,371,1249,12321
15000US060590888012,934,158,334,600,12322
15000US060590888013,1229,219,284,945,12323
15000US060590888014,2293,366,425,1868,12324
15000US060590888015,1485,168,384,1101,12325
15000US060590888021,1554,227,640,914,12326
15000US060590888022,1422,422,379,1043,12327
15000US060590888023,1354,140,322,1032,12328
15000US060590888024,984,0,441,543,12329
15000US060590889011,1488,215,202,1286,12330
15000US060590889012,1468,179,331,1137,12331
15000US060590889013,2010,95,391,1619,12332
15000US060590889014,1876,351,67,1809,12333
15000US060590889021,1517,53,294,1223,12334
15000US060590889022,2252,253,818,1434,12335
15000US060590889023,856,97,265,591,12336
15000US060590889031,2654,323,398,2256,12337
15000US060590889032,3352,240,457,2895,12338
15000US060590889033,2915,337,1224,1691,12339
15000US060590889041,927,50,75,852,12340
15000US060590889042,2278,317,288,1990,12341
15000US060590889043,770,118,72,698,12342
15000US060590889044,1698,132,140,1558,12343
15000US060590889051,1515,212,197,1318,12344
15000US060590889052,3141,200,362,2779,12345
15000US060590889053,1208,211,442,766,12346
15000US060590890011,1552,123,602,950,12347
15000US060590890012,1768,109,415,1353,12348
15000US060590890013,1334,84,557,777,12349
15000US060590890014,2812,139,1350,1462,12350
15000US060590890031,1378,90,942,436,12351
15000US060590890032,2571,175,1306,1265,12352
15000US060590890041,1991,100,1229,762,12353
15000US060590890042,3779,128,2170,1609,12354
15000US060590890043,2039,225,1189,850,12355
15000US060590891021,3122,225,2184,938,12356
15000US060590891022,1509,214,977,532,12357
15000US060590891023,2407,292,1442,965,12358
15000US060590891041,1281,29,1042,239,12359
15000US060590891042,3910,126,3095,815,12360
15000US060590891043,843,46,539,304,12361
15000US060590891051,1567,0,1328,239,12362
15000US060590891052,1940,20,1857,83,12363
15000US060590891053,2895,64,2581,314,12364
15000US060590891061,2643,348,1555,1088,12365
15000US060590891062,1774,12,1481,293,12366
15000US060590891071,2879,399,1586,1293,12367
15000US060590891072,2346,132,1274,1072,12368
15000US060590992021,2648,272,1282,1366,12369
15000US060590992022,3626,150,1895,1731,12370
15000US060590992023,2119,280,1341,778,12371
15000US060590992031,3181,291,955,2226,12372
15000US060590992032,3410,567,1323,2087,12373
15000US060590992041,1286,460,158,1128,12374
15000US060590992042,987,132,18,969,12375
15000US060590992043,2175,330,366,1809,12376
15000US060590992121,1568,628,537,1031,12377
15000US060590992122,972,630,93,879,12378
15000US060590992123,1646,761,701,945,12379
15000US060590992124,1098,640,261,837,12380
15000US060590992141,1103,695,285,818,12381
15000US060590992142,916,680,13,903,12382
15000US060590992143,976,771,76,900,12383
15000US060590992144,634,577,43,591,12384
15000US060590992151,2386,1128,805,1581,12385
15000US060590992152,1920,1434,69,1851,12386
15000US060590992153,776,350,75,701,12387
15000US060590992161,772,531,120,652,12388
15000US060590992162,1656,1150,251,1405,12389
15000US060590992163,904,622,124,780,12390
15000US060590992164,911,545,217,694,12391
15000US060590992171,1223,968,122,1101,12392
15000US060590992172,1210,917,140,1070,12393
15000US060590992201,1075,748,152,923,12394
15000US060590992202,1639,1004,385,1254,12395
15000US060590992203,1386,980,172,1214,12396
15000US060590992204,1445,1245,86,1359,12397
15000US060590992221,1664,187,554,1110,12398
15000US060590992222,1489,196,40,1449,12399
15000US060590992223,1322,145,294,1028,12400
15000US060590992224,1135,619,44,1091,12401
15000US060590992231,2009,359,251,1758,12402
15000US060590992232,1236,341,61,1175,12403
15000US060590992233,1359,535,221,1138,12404
15000US060590992241,1982,803,209,1773,12405
15000US060590992242,1592,591,217,1375,12406
15000US060590992251,1625,656,78,1547,12407
15000US060590992252,1689,1030,93,1596,12408
15000US060590992261,2559,589,260,2299,12409
15000US060590992262,1910,748,408,1502,12410
15000US060590992271,837,233,127,710,12411
15000US060590992272,1329,199,986,343,12412
15000US060590992273,1520,634,330,1190,12413
15000US060590992274,2357,721,615,1742,12414
15000US060590992291,1547,676,262,1285,12415
15000US060590992292,1831,887,166,1665,12416
15000US060590992293,2832,1439,722,2110,12417
15000US060590992301,1883,1165,105,1778,12418
15000US060590992302,2760,1714,483,2277,12419
15000US060590992311,1832,1301,106,1726,12420
15000US060590992312,1646,904,103,1543,12421
15000US060590992313,2065,1308,254,1811,12422
15000US060590992321,1728,1062,122,1606,12423
15000US060590992322,1405,812,244,1161,12424
15000US060590992323,1335,847,195,1140,12425
15000US060590992324,1145,740,130,1015,12426
15000US060590992331,1551,786,127,1424,12427
